BTC000000000;12/04/24;4.286;4.836;7.373;4.595;-8.393;4.474
BTC000000000;11/04/24;0.893;0.104;5.416;4.321;4.508;1.343
BTC000000000;10/04/24;-2.088;-0.238;-2.871;0.573;-2.858;-1.790
BTC000000000;09/04/24;3.580;0.895;1.261;-1.865;-16.781;1.399
BTC000000000;08/04/24;-3.171;1.408;1.062;3.517;-59.813;1.323
BTC000000000;07/04/24;-0.686;-3.413;-0.462;-3.131;-27.217;-2.387
BTC000000000;06/04/24;-1.544;-0.962;-1.972;-0.697;24.442;-1.955
BTC000000000;05/04/24;0.984;-1.370;-2.064;-1.417;36.028;-0.814
BTC000000000;04/04/24;-3.686;0.651;-1.451;0.784;-17.292;-0.874
BTC000000000;03/04/24;-0.791;-3.303;-0.533;-3.487;34.255;-1.328
BTC000000000;02/04/24;6.447;4.314;-0.134;-0.947;4.645;0.486
BTC000000000;01/04/24;2.335;2.335;5.471;6.544;-36.685;5.050
BTC000000000;31/03/24;-2.387;0.083;1.962;2.131;-30.071;1.043
BTC000000000;30/03/24;0.381;-1.528;-0.036;-2.165;17.764;-0.669
BTC000000000;29/03/24;1.328;0.908;-0.618;0.252;29.695;0.091
BTC000000000;28/03/24;-1.848;0.897;-0.188;1.220;31.309;0.550
BTC000000000;27/03/24;0.774;0.162;-0.702;-1.659;-2.211;-0.913
BTC000000000;26/03/24;-0.168;-0.219;1.390;0.762;11.342;0.794
BTC000000000;25/03/24;-3.862;-0.783;-4.325;-0.225;-18.745;-2.880
BTC000000000;24/03/24;-4.743;-4.726;-4.008;-3.798;-24.684;-4.544
BTC000000000;23/03/24;-0.319;-2.365;-1.066;-4.474;43.025;-1.002
BTC000000000;22/03/24;2.664;0.985;-0.867;-1.044;10.044;0.130
BTC000000000;21/03/24;3.577;2.194;3.321;3.002;35.359;3.095
BTC000000000;20/03/24;-8.654;-0.161;-5.736;3.632;20.353;-4.197
BTC000000000;19/03/24;9.098;0.167;1.121;-8.655;-11.566;0.799
BTC000000000;18/03/24;1.159;1.210;8.219;9.245;-30.761;5.263
BTC000000000;17/03/24;-4.465;-0.071;-2.609;1.386;19.194;-1.028
BTC000000000;16/03/24;6.353;1.540;0.462;-4.900;9.433;1.741
BTC000000000;15/03/24;2.731;3.395;0.946;6.503;35.409;0.523
BTC000000000;14/03/24;2.372;1.830;4.301;2.733;-39.588;5.214
BTC000000000;13/03/24;-2.217;-0.028;3.833;2.318;21.833;0.698
BTC000000000;12/03/24;0.872;-1.514;-2.771;-2.208;-2.856;-1.423
BTC000000000;11/03/24;-4.336;0.296;-2.277;0.868;-11.375;-0.984
BTC000000000;10/03/24;-0.937;-3.920;0.669;-4.362;-42.072;-2.376
BTC000000000;09/03/24;-0.277;-1.741;-0.485;-0.633;63.635;-1.460
BTC000000000;08/03/24;-1.910;1.179;-2.212;-0.454;-5.175;-0.883
BTC000000000;07/03/24;-1.118;-2.299;-1.069;-1.905;16.865;-1.311
BTC000000000;06/03/24;-3.497;-0.415;-4.407;-1.146;78.979;-1.337
BTC000000000;05/03/24;7.027;1.945;-2.222;-3.275;-19.931;0.444
BTC000000000;04/03/24;-7.496;-0.761;2.304;6.624;-39.519;-1.320
BTC000000000;03/03/24;-1.810;-7.578;-2.210;-7.489;-45.513;-4.781
